,TEAM_HOME,TEAM_AWAY,FG_HOME,FG_AWAY,FGA_HOME,FGA_AWAY,FG_PCT_HOME,FG_PCT_AWAY,FG(3)_HOME,FG(3)_AWAY,FGA(3)_HOME,FGA(3)_AWAY,FG_PCT(3)_HOME,FG_PCT(3)_AWAY,FT_HOME,FT_AWAY,FTA_HOME,FTA_AWAY,FT_PCT_HOME,FT_PCT_AWAY,ORB_HOME,ORB_AWAY,DRB_HOME,DRB_AWAY,TRB_HOME,TRB_AWAY,AST_HOME,AST_AWAY,STL_HOME,STL_AWAY,BLK_HOME,BLK_AWAY,TOV_HOME,TOV_AWAY,PF_HOME,PF_AWAY,PTS_HOME,PTS_AWAY,TS_PCT_HOME,TS_PCT_AWAY,EFG_PCT_HOME,EFG_PCT_AWAY,3PA_R_HOME,3PA_R_AWAY,FT_R_HOME,FT_R_AWAY,ORB_PCT_HOME,ORB_PCT_AWAY,DRB_PCT_HOME,DRB_PCT_AWAY,TRB_PCT_HOME,TRB_PCT_AWAY,AST_PCT_HOME,AST_PCT_AWAY,STL_PCT_HOME,STL_PCT_AWAY,BLK_PCT_HOME,BLK_PCT_AWAY,TOV_PCT_HOME,TOV_PCT_AWAY,O_RTG_HOME,O_RTG_AWAY,D_RTG_HOME,D_RTG_AWAY,WINS_RECORD_HOME,WINS_RECORD_AWAY,LOSSES_RECORD_HOME,LOSSES_RECORD_AWAY,WIN_PCT_HOME,WIN_PCT_AWAY,GAME_NO_HOME,GAME_NO_AWAY,WIN_HOME,WIN_AWAY,LOSS_HOME,LOSS_AWAY,FG(3)_MISSED_HOME,FG(3)_MISSED_AWAY,FG_MISSED_HOME,FG_MISSED_AWAY,BLOCKED_ATTEMPTS_HOME,BLOCKED_ATTEMPTS_AWAY,TOV_FORCED_HOME,TOV_FORCED_AWAY,FG(2)_HOME,FG(2)_AWAY,FGA(2)_HOME,FGA(2)_AWAY,FG(2)_MISSED_HOME,FG(2)_MISSED_AWAY,GAMEID,DATE,SEASON,OTs
166,PHI,IND,35,42,76,92,0.461,0.457,5,12,25,27,0.2,0.444,10,16,16,20,0.625,0.8,7,16,36,32,43,48,14,28,9,18,8,8,29,18,17,17,85,112,0.512,0.556,0.493,0.522,0.329,0.293,0.211,0.217,17.9,30.8,69.2,82.1,47.3,52.7,40.0,66.7,8.8,17.6,12.3,15.7,25.9,15.2,82.9,109.2,109.2,82.9,0.0,7.0,12.0,5.0,0.0,0.5833333333333334,12.0,12.0,1,0,0,1,20,15,41,50,8,8,18,29,30,30,51,65,21,35,201511180PHI,2015-11-18,2016,0
167,BOS,DAL,38,37,92,72,0.413,0.514,8,7,26,20,0.308,0.35,18,25,24,35,0.75,0.714,14,7,29,32,43,39,22,22,12,7,1,7,14,17,28,22,102,106,0.497,0.606,0.457,0.563,0.283,0.278,0.261,0.486,30.4,19.4,80.6,69.6,52.4,47.6,57.9,59.5,12.4,7.2,1.9,10.6,12.0,16.3,105.3,109.4,109.4,105.3,6.0,8.0,5.0,4.0,0.5454545454545454,0.6666666666666666,11.0,12.0,0,1,1,0,18,13,54,35,7,1,17,14,30,30,66,52,36,22,201511180BOS,2015-11-18,2016,0
168,ATL,SAC,38,38,89,86,0.427,0.442,9,5,30,16,0.3,0.313,18,16,24,18,0.75,0.889,12,13,33,39,45,52,23,26,9,7,6,1,11,20,15,22,103,97,0.517,0.516,0.478,0.471,0.337,0.186,0.27,0.209,23.5,28.3,71.7,76.5,46.4,53.6,60.5,68.4,9.2,7.2,8.6,1.7,9.9,17.6,105.4,99.3,99.3,105.4,9.0,4.0,5.0,8.0,0.6428571428571429,0.3333333333333333,14.0,12.0,0,1,1,0,21,11,51,48,1,6,20,11,29,33,59,70,30,37,201511180ATL,2015-11-18,2016,0
169,HOU,POR,32,35,92,88,0.348,0.398,14,9,44,30,0.318,0.3,30,24,35,29,0.857,0.828,13,10,38,38,51,48,22,18,11,11,6,7,17,19,20,27,108,103,0.503,0.511,0.424,0.449,0.478,0.341,0.38,0.33,25.5,20.8,79.2,74.5,51.5,48.5,68.8,51.4,10.3,10.3,10.3,14.6,13.7,15.9,101.2,96.5,96.5,101.2,5.0,4.0,7.0,9.0,0.4166666666666667,0.3076923076923077,12.0,13.0,1,0,0,1,30,21,60,53,7,6,19,17,18,26,48,58,30,32,201511180HOU,2015-11-18,2016,1
170,OKC,NOP,38,43,85,95,0.447,0.453,7,8,17,32,0.412,0.25,27,9,40,9,0.675,1.0,16,10,34,30,50,40,19,21,6,8,4,4,14,11,16,25,110,103,0.536,0.52,0.488,0.495,0.2,0.337,0.471,0.095,34.8,22.7,77.3,65.2,55.6,44.4,50.0,48.8,6.2,8.2,6.3,5.9,12.0,10.0,113.1,105.9,105.9,113.1,7.0,1.0,5.0,11.0,0.5833333333333334,0.0833333333333333,12.0,12.0,1,0,0,1,10,24,47,52,4,4,11,14,31,35,68,63,37,28,201511180OKC,2015-11-18,2016,0
171,SAS,DEN,42,38,86,98,0.488,0.388,9,5,18,15,0.5,0.333,16,17,20,18,0.8,0.944,10,17,40,33,50,50,33,25,5,7,13,5,10,6,13,17,109,98,0.575,0.463,0.541,0.413,0.209,0.153,0.233,0.184,23.3,29.8,70.2,76.7,50.0,50.0,78.6,65.8,5.4,7.6,15.7,7.4,9.5,5.4,117.8,105.9,105.9,117.8,9.0,6.0,2.0,6.0,0.8181818181818182,0.5,11.0,12.0,0,1,1,0,9,10,44,60,5,13,6,10,33,33,68,83,35,50,201511180SAS,2015-11-18,2016,0
172,UTA,TOR,35,34,72,80,0.486,0.425,7,5,22,20,0.318,0.25,16,16,22,18,0.727,0.889,7,9,34,28,41,37,15,14,9,10,5,4,17,14,20,17,93,89,0.569,0.506,0.535,0.456,0.306,0.25,0.306,0.225,20.0,20.9,79.1,80.0,52.6,47.4,42.9,41.2,10.0,11.1,8.3,8.0,17.2,13.7,102.9,98.5,98.5,102.9,6.0,7.0,5.0,6.0,0.5454545454545454,0.5384615384615384,11.0,13.0,1,0,0,1,15,15,37,46,4,5,14,17,28,29,50,60,22,31,201511180UTA,2015-11-18,2016,0
173,PHO,CHI,37,41,91,83,0.407,0.494,8,9,27,19,0.296,0.474,15,12,21,14,0.714,0.857,14,11,29,36,43,47,16,24,12,7,4,2,12,19,14,17,97,103,0.484,0.578,0.451,0.548,0.297,0.229,0.231,0.169,28.0,27.5,72.5,72.0,47.8,52.2,43.2,58.5,12.6,7.4,6.3,3.1,10.7,17.6,101.9,108.2,108.2,101.9,6.0,8.0,5.0,3.0,0.5454545454545454,0.7272727272727273,11.0,11.0,1,0,0,1,19,10,54,42,2,4,19,12,29,32,64,64,35,32,201511180PHO,2015-11-18,2016,0
174,MIA,SAC,42,43,89,84,0.472,0.512,7,12,24,23,0.292,0.522,25,11,33,20,0.758,0.55,12,9,29,33,41,42,25,25,11,3,7,3,7,18,15,27,116,109,0.56,0.587,0.511,0.583,0.27,0.274,0.371,0.238,26.7,23.7,76.3,73.3,49.4,50.6,59.5,58.1,11.3,3.1,11.5,4.6,6.3,16.2,118.7,111.6,111.6,118.7,7.0,4.0,4.0,9.0,0.6363636363636364,0.3076923076923077,11.0,13.0,1,0,0,1,17,11,47,41,3,7,18,7,35,31,65,61,30,30,201511190MIA,2015-11-19,2016,0
175,CLE,MIL,40,38,71,73,0.563,0.521,11,3,24,8,0.458,0.375,24,21,30,26,0.8,0.808,13,6,30,16,43,22,29,22,3,8,2,2,17,11,24,29,115,100,0.683,0.592,0.641,0.541,0.338,0.11,0.423,0.356,44.8,16.7,83.3,55.2,66.2,33.8,72.5,57.9,3.5,9.2,3.1,4.3,16.8,11.5,132.7,115.4,115.4,132.7,9.0,5.0,3.0,7.0,0.75,0.4166666666666667,12.0,12.0,1,0,0,1,13,5,31,35,2,2,11,17,29,35,47,65,18,30,201511190CLE,2015-11-19,2016,0
176,LAC,GSW,44,38,88,73,0.5,0.521,13,17,29,30,0.448,0.567,16,31,24,36,0.667,0.861,9,8,26,36,35,44,21,31,11,4,2,4,10,19,25,20,117,124,0.594,0.698,0.574,0.637,0.33,0.411,0.273,0.493,20.0,23.5,76.5,80.0,44.3,55.7,47.7,81.6,11.2,4.1,4.7,6.8,9.2,17.6,119.5,126.7,126.7,119.5,6.0,13.0,5.0,0.0,0.5454545454545454,1.0,11.0,13.0,0,1,1,0,16,13,44,35,4,2,19,10,31,21,59,43,28,22,201511190LAC,2015-11-19,2016,0
177,CHA,PHI,40,32,81,79,0.494,0.405,12,8,25,26,0.48,0.308,21,16,22,22,0.955,0.727,5,9,36,33,41,42,25,21,7,5,10,6,11,17,21,18,113,88,0.623,0.496,0.568,0.456,0.309,0.329,0.272,0.278,13.2,20.0,80.0,86.8,49.4,50.6,62.5,65.6,7.4,5.3,18.9,10.7,10.8,16.1,119.1,92.7,92.7,119.1,7.0,0.0,6.0,13.0,0.5384615384615384,0.0,13.0,13.0,0,1,1,0,13,18,41,47,6,10,17,11,28,24,56,53,28,29,201511200CHO,2015-11-20,2016,0
178,BOS,BRK,51,35,87,89,0.586,0.393,10,8,29,19,0.345,0.421,8,17,10,24,0.8,0.708,7,14,34,30,41,44,39,17,10,10,4,0,16,19,19,13,120,95,0.656,0.477,0.644,0.438,0.333,0.213,0.115,0.27,18.9,29.2,70.8,81.1,48.2,51.8,76.5,48.6,10.0,10.0,5.7,0.0,14.9,16.0,119.7,94.8,94.8,119.7,7.0,2.0,5.0,11.0,0.5833333333333334,0.1538461538461538,12.0,13.0,0,1,1,0,19,11,36,54,0,4,19,16,41,27,58,70,17,43,201511200BOS,2015-11-20,2016,0
179,MEM,HOU,36,28,85,74,0.424,0.378,8,6,24,29,0.333,0.207,16,22,19,37,0.842,0.595,8,9,39,40,47,49,26,15,16,11,4,9,11,23,30,23,96,84,0.514,0.465,0.471,0.419,0.282,0.392,0.224,0.5,16.7,18.8,81.3,83.3,49.0,51.0,72.2,53.6,16.2,11.1,8.9,14.8,10.5,20.3,97.2,85.1,85.1,97.2,7.0,5.0,6.0,8.0,0.5384615384615384,0.3846153846153846,13.0,13.0,1,0,0,1,16,23,49,46,9,4,23,11,28,22,61,45,33,23,201511200MEM,2015-11-20,2016,0
180,MIN,DET,33,40,77,87,0.429,0.46,3,6,13,28,0.231,0.214,17,10,25,13,0.68,0.769,6,8,34,37,40,45,17,13,7,11,4,5,17,14,19,23,86,96,0.489,0.518,0.448,0.494,0.169,0.322,0.325,0.149,14.0,19.0,81.0,86.0,47.1,52.9,51.5,32.5,7.2,11.3,6.8,7.8,16.2,13.1,88.6,98.9,98.9,88.6,5.0,7.0,8.0,5.0,0.3846153846153846,0.5833333333333334,13.0,12.0,0,1,1,0,10,22,44,47,5,4,14,17,30,34,64,59,34,25,201511200MIN,2015-11-20,2016,0
181,NOP,SAS,40,34,88,84,0.455,0.405,8,9,22,17,0.364,0.529,16,13,17,16,0.941,0.813,7,5,46,38,53,43,26,22,3,5,3,8,9,8,17,17,104,90,0.545,0.494,0.5,0.458,0.25,0.202,0.193,0.19,15.6,9.8,90.2,84.4,55.2,44.8,65.0,64.7,3.2,5.3,4.5,12.1,8.6,8.1,110.1,95.3,95.3,110.1,2.0,9.0,11.0,3.0,0.1538461538461538,0.75,13.0,12.0,0,1,1,0,14,8,48,50,8,3,8,9,32,25,66,67,34,42,201511200NOP,2015-11-20,2016,0
182,OKC,NYK,35,33,92,72,0.38,0.458,3,12,29,20,0.103,0.6,17,15,23,23,0.739,0.652,21,6,28,30,49,36,12,23,9,10,4,5,14,20,19,20,90,93,0.441,0.566,0.397,0.542,0.315,0.278,0.25,0.319,41.2,17.6,82.4,58.8,57.6,42.4,34.3,69.7,9.8,10.9,7.7,7.9,12.1,19.6,97.9,101.1,101.1,97.9,7.0,7.0,6.0,6.0,0.5384615384615384,0.5384615384615384,13.0,13.0,0,1,1,0,26,8,57,39,5,4,20,14,32,21,63,52,31,31,201511200OKC,2015-11-20,2016,0
183,DAL,UTA,39,35,83,80,0.47,0.438,8,6,28,20,0.286,0.3,16,17,17,21,0.941,0.81,8,18,26,30,34,48,24,14,10,4,5,2,8,17,19,24,102,93,0.564,0.521,0.518,0.475,0.337,0.25,0.205,0.263,21.1,40.9,59.1,78.9,41.5,58.5,61.5,40.0,11.5,4.6,8.3,3.6,8.1,16.0,117.5,107.1,107.1,117.5,9.0,6.0,4.0,6.0,0.6923076923076923,0.5,13.0,12.0,0,1,1,0,20,14,44,45,2,5,17,8,31,29,55,60,24,31,201511200DAL,2015-11-20,2016,0
184,DEN,PHO,41,40,90,79,0.456,0.506,5,15,24,27,0.208,0.556,20,19,26,25,0.769,0.76,14,10,24,32,38,42,24,22,8,7,4,7,11,19,22,26,107,114,0.527,0.633,0.483,0.601,0.267,0.342,0.289,0.316,30.4,29.4,70.6,69.6,47.5,52.5,58.5,55.0,8.4,7.3,7.7,10.6,9.8,17.4,111.9,119.3,119.3,111.9,6.0,7.0,7.0,5.0,0.4615384615384615,0.5833333333333334,13.0,12.0,0,1,1,0,19,12,49,39,7,4,19,11,36,25,66,52,30,27,201511200DEN,2015-11-20,2016,0
185,POR,LAC,38,38,90,86,0.422,0.442,8,7,25,24,0.32,0.292,18,8,24,16,0.75,0.5,17,10,38,32,55,42,16,24,8,6,3,5,14,13,17,24,102,91,0.507,0.489,0.467,0.483,0.278,0.279,0.267,0.186,34.7,20.8,79.2,65.3,56.7,43.3,42.1,63.2,8.5,6.3,4.8,7.7,12.2,12.3,107.9,96.3,96.3,107.9,5.0,6.0,9.0,6.0,0.3571428571428571,0.5,14.0,12.0,0,1,1,0,17,17,52,48,5,3,13,14,30,31,65,62,35,31,201511200POR,2015-11-20,2016,0
186,GSW,CHI,39,35,79,88,0.494,0.398,10,7,29,22,0.345,0.318,18,17,24,23,0.75,0.739,11,15,38,28,49,43,20,22,7,11,6,2,15,12,15,19,106,94,0.592,0.479,0.557,0.438,0.367,0.25,0.304,0.261,28.2,28.3,71.7,71.8,53.3,46.7,51.3,62.9,7.6,11.9,9.1,4.0,14.3,10.9,114.8,101.8,101.8,114.8,14.0,8.0,0.0,4.0,1.0,0.6666666666666666,14.0,12.0,0,1,1,0,19,15,40,53,2,6,12,15,29,28,50,66,21,38,201511200GSW,2015-11-20,2016,0
187,LAL,TOR,35,34,77,78,0.455,0.436,8,15,25,33,0.32,0.455,13,19,17,24,0.765,0.792,9,12,32,29,41,41,21,21,8,7,4,3,15,12,18,15,91,102,0.539,0.576,0.506,0.532,0.325,0.423,0.221,0.308,23.7,27.3,72.7,76.3,50.0,50.0,60.0,61.8,9.1,8.0,8.9,5.8,15.1,11.9,104.0,116.6,116.6,104.0,2.0,8.0,10.0,6.0,0.1666666666666666,0.5714285714285714,12.0,14.0,1,0,0,1,17,18,42,44,3,4,12,15,27,19,52,45,25,26,201511200LAL,2015-11-20,2016,0
188,ORL,SAC,38,31,92,81,0.413,0.383,9,7,31,20,0.29,0.35,6,28,8,31,0.75,0.903,15,10,35,37,50,47,27,23,8,11,7,5,17,14,26,16,91,97,0.476,0.512,0.462,0.426,0.337,0.247,0.087,0.383,28.8,22.2,77.8,71.2,51.5,48.5,71.1,74.2,8.4,11.5,11.5,8.2,15.1,12.9,95.3,101.5,101.5,95.3,6.0,5.0,7.0,9.0,0.4615384615384615,0.3571428571428571,13.0,14.0,0,1,1,0,22,13,54,50,5,7,14,17,29,24,61,61,32,37,201511210ORL,2015-11-21,2016,0
189,IND,MIL,47,34,91,79,0.516,0.43,15,5,30,17,0.5,0.294,14,13,23,19,0.609,0.684,11,13,31,30,42,43,28,19,15,9,5,5,14,23,13,19,123,86,0.608,0.492,0.599,0.462,0.33,0.215,0.253,0.241,26.8,29.5,70.5,73.2,49.4,50.6,59.6,55.9,15.2,9.1,8.1,8.2,12.2,20.8,124.9,87.3,87.3,124.9,8.0,5.0,5.0,8.0,0.6153846153846154,0.3846153846153846,13.0,13.0,0,1,1,0,15,12,44,45,5,5,23,14,32,29,61,62,29,33,201511210IND,2015-11-21,2016,0
190,CLE,ATL,41,32,85,86,0.482,0.372,11,11,29,28,0.379,0.393,16,22,19,25,0.842,0.88,11,12,40,26,51,38,27,22,4,10,8,4,14,12,22,20,109,97,0.584,0.5,0.547,0.436,0.341,0.326,0.224,0.291,29.7,23.1,76.9,70.3,57.3,42.7,65.9,68.8,4.3,10.7,13.8,7.1,13.0,11.0,116.4,103.6,103.6,116.4,10.0,9.0,3.0,6.0,0.7692307692307693,0.6,13.0,15.0,0,1,1,0,18,17,44,54,4,8,12,14,30,21,56,58,26,37,201511210CLE,2015-11-21,2016,0
191,DET,WAS,36,38,79,78,0.456,0.487,8,7,26,19,0.308,0.368,15,14,21,20,0.714,0.7,8,9,30,33,38,42,20,22,3,10,2,0,13,11,17,19,95,97,0.538,0.559,0.506,0.532,0.329,0.244,0.266,0.256,19.5,23.1,76.9,80.5,47.5,52.5,55.6,57.9,3.4,11.2,3.4,0.0,12.8,11.2,106.4,108.7,108.7,106.4,7.0,6.0,6.0,4.0,0.5384615384615384,0.6,13.0,10.0,0,1,1,0,18,12,43,40,0,2,11,13,28,31,53,59,25,28,201511210DET,2015-11-21,2016,0
192,HOU,NYK,35,34,81,80,0.432,0.425,12,12,28,25,0.429,0.48,20,27,28,34,0.714,0.794,16,19,26,26,42,45,18,20,6,4,4,8,12,11,26,22,102,107,0.547,0.563,0.506,0.5,0.346,0.313,0.346,0.425,38.1,42.2,57.8,61.9,48.3,51.7,51.4,58.8,7.1,4.7,7.3,15.1,11.4,10.4,120.5,126.4,126.4,120.5,5.0,8.0,9.0,6.0,0.3571428571428571,0.5714285714285714,14.0,14.0,0,1,1,0,16,13,46,46,8,4,11,12,23,22,53,55,30,33,201511210HOU,2015-11-21,2016,0
193,MIA,PHI,30,31,69,82,0.435,0.378,5,10,18,31,0.278,0.323,31,19,45,24,0.689,0.792,9,10,36,33,45,43,16,16,7,7,14,8,16,16,19,30,96,91,0.541,0.492,0.471,0.439,0.261,0.378,0.652,0.293,21.4,21.7,78.3,78.6,51.1,48.9,53.3,51.6,7.4,7.4,27.5,15.7,15.3,14.7,101.2,95.9,95.9,101.2,8.0,0.0,4.0,14.0,0.6666666666666666,0.0,12.0,14.0,1,0,0,1,13,21,39,51,8,14,16,16,25,21,51,51,26,30,201511210MIA,2015-11-21,2016,0
194,SAS,MEM,34,32,72,74,0.472,0.432,7,1,21,9,0.333,0.111,17,17,22,17,0.773,1.0,7,7,33,28,40,35,20,19,7,13,6,2,17,16,20,23,92,82,0.563,0.503,0.521,0.439,0.292,0.122,0.306,0.23,20.0,17.5,82.5,80.0,53.3,46.7,58.8,59.4,7.8,14.6,9.2,3.9,17.2,16.4,103.0,91.8,91.8,103.0,10.0,7.0,3.0,7.0,0.7692307692307693,0.5,13.0,14.0,1,0,0,1,14,8,38,42,2,6,16,17,27,31,51,65,24,34,201511210SAS,2015-11-21,2016,0
195,LAC,TOR,29,29,74,78,0.392,0.372,7,4,32,17,0.219,0.235,15,29,20,31,0.75,0.935,12,14,30,32,42,46,21,15,9,8,9,0,19,14,30,19,80,91,0.483,0.497,0.439,0.397,0.432,0.218,0.27,0.397,27.3,31.8,68.2,72.7,47.7,52.3,72.4,51.7,10.3,9.1,14.8,0.0,18.7,13.3,91.1,103.7,103.7,91.1,6.0,9.0,7.0,6.0,0.4615384615384615,0.6,13.0,15.0,0,1,1,0,25,13,45,49,0,9,14,19,22,25,42,61,20,36,201511220LAC,2015-11-22,2016,0
196,BRK,BOS,40,35,79,82,0.506,0.427,5,14,15,37,0.333,0.378,26,17,33,21,0.788,0.81,14,10,35,25,49,35,18,19,11,9,4,2,14,17,20,28,111,101,0.593,0.553,0.538,0.512,0.19,0.451,0.418,0.256,35.9,22.2,77.8,64.1,58.3,41.7,45.0,54.3,11.7,9.6,8.9,3.1,13.0,15.7,118.4,107.8,107.8,118.4,3.0,7.0,11.0,6.0,0.2142857142857142,0.5384615384615384,14.0,13.0,1,0,0,1,10,23,39,47,2,4,17,14,35,21,64,45,29,24,201511220BRK,2015-11-22,2016,0
197,NOP,PHO,39,35,85,90,0.459,0.389,11,17,30,36,0.367,0.472,33,29,40,33,0.825,0.879,10,11,39,35,49,46,23,17,11,6,6,4,14,15,26,29,122,116,0.595,0.555,0.524,0.483,0.353,0.4,0.471,0.367,22.2,22.0,78.0,77.8,51.6,48.4,59.0,48.6,10.5,5.7,11.1,7.3,12.0,12.6,116.6,110.8,110.8,116.6,3.0,7.0,11.0,6.0,0.2142857142857142,0.5384615384615384,14.0,13.0,1,0,0,1,19,19,46,55,4,6,15,14,28,18,55,54,27,36,201511220NOP,2015-11-22,2016,0
198,OKC,DAL,47,44,90,83,0.522,0.53,9,10,22,19,0.409,0.526,14,16,18,28,0.778,0.571,14,9,27,27,41,36,25,26,8,8,6,4,16,17,23,17,117,114,0.597,0.598,0.572,0.59,0.244,0.229,0.2,0.337,34.1,25.0,75.0,65.9,53.2,46.8,53.2,59.1,8.1,8.1,9.4,5.9,14.0,15.1,118.0,115.0,115.0,118.0,8.0,9.0,6.0,5.0,0.5714285714285714,0.6428571428571429,14.0,14.0,1,0,0,1,13,9,43,39,4,6,17,16,38,34,68,64,30,30,201511220OKC,2015-11-22,2016,0
199,DEN,GSW,37,47,86,89,0.43,0.528,4,15,15,29,0.267,0.517,27,9,35,13,0.771,0.692,13,11,28,35,41,46,23,35,9,15,3,8,19,21,15,25,105,118,0.518,0.623,0.453,0.612,0.174,0.326,0.407,0.146,27.1,28.2,71.8,72.9,47.1,52.9,62.2,74.5,8.7,14.5,5.0,11.3,15.8,18.1,101.3,113.8,113.8,101.3,6.0,15.0,8.0,0.0,0.4285714285714285,1.0,14.0,15.0,0,1,1,0,11,14,49,42,8,3,21,19,33,32,71,60,38,28,201511220DEN,2015-11-22,2016,0
200,LAL,POR,32,43,88,87,0.364,0.494,6,8,18,25,0.333,0.32,23,13,27,17,0.852,0.765,15,7,36,36,51,43,17,27,2,7,6,8,10,10,12,18,93,107,0.466,0.566,0.398,0.54,0.205,0.287,0.307,0.195,29.4,16.3,83.7,70.6,54.3,45.7,53.1,62.8,2.1,7.5,9.7,11.4,9.1,9.6,99.3,114.2,114.2,99.3,2.0,6.0,11.0,9.0,0.1538461538461538,0.4,13.0,15.0,1,0,0,1,12,17,56,44,8,6,10,10,26,35,70,62,44,27,201511220LAL,2015-11-22,2016,0
201,CHA,SAC,49,52,98,104,0.5,0.5,9,8,29,31,0.31,0.258,20,10,26,16,0.769,0.625,8,8,40,38,48,46,24,34,10,10,7,8,19,20,19,30,127,122,0.58,0.549,0.546,0.538,0.296,0.298,0.265,0.154,17.4,16.7,83.3,82.6,51.1,48.9,49.0,65.4,8.4,8.4,9.6,11.6,14.8,15.3,106.1,101.9,101.9,106.1,8.0,5.0,6.0,10.0,0.5714285714285714,0.3333333333333333,14.0,15.0,1,0,0,1,20,23,49,52,8,7,20,19,40,44,69,73,29,29,201511230CHO,2015-11-23,2016,1
202,CLE,ORL,43,40,81,81,0.531,0.494,18,10,35,22,0.514,0.455,13,13,22,21,0.591,0.619,8,9,33,30,41,39,34,25,5,6,3,6,10,10,15,21,117,103,0.645,0.571,0.642,0.556,0.432,0.272,0.272,0.259,21.1,21.4,78.6,78.9,51.3,48.8,79.1,62.5,5.5,6.6,5.1,13.0,9.9,10.0,129.1,113.7,113.7,129.1,11.0,6.0,3.0,8.0,0.7857142857142857,0.4285714285714285,14.0,14.0,1,0,0,1,17,12,38,41,6,3,10,10,25,30,46,59,21,29,201511230CLE,2015-11-23,2016,0
203,MIA,NYK,31,28,81,87,0.383,0.322,5,4,19,24,0.263,0.167,28,18,36,21,0.778,0.857,16,15,40,34,56,49,18,12,8,7,7,4,9,11,19,23,95,78,0.49,0.405,0.414,0.345,0.235,0.276,0.444,0.241,32.0,27.3,72.7,68.0,53.3,46.7,58.1,42.9,9.1,7.9,11.1,6.5,8.5,10.3,107.7,88.4,88.4,107.7,9.0,8.0,4.0,7.0,0.6923076923076923,0.5333333333333333,13.0,15.0,1,0,0,1,14,20,50,59,4,7,11,9,26,24,62,63,36,39,201511230MIA,2015-11-23,2016,0
204,MIL,DET,43,31,83,91,0.518,0.341,9,6,13,28,0.692,0.214,14,20,17,24,0.824,0.833,12,22,33,26,45,48,30,19,12,7,4,3,12,17,23,18,109,88,0.602,0.433,0.572,0.374,0.157,0.308,0.205,0.264,31.6,40.0,60.0,68.4,48.4,51.6,69.8,61.3,13.3,7.8,6.3,4.3,11.7,14.3,121.0,97.7,97.7,121.0,6.0,7.0,8.0,7.0,0.4285714285714285,0.5,14.0,14.0,0,1,1,0,4,22,40,60,3,4,17,12,34,25,70,63,36,38,201511230MIL,2015-11-23,2016,0
205,MIN,PHI,36,32,78,78,0.462,0.41,3,10,12,31,0.25,0.323,25,21,27,27,0.926,0.778,8,11,33,30,41,41,20,15,8,10,7,6,17,19,25,26,100,95,0.556,0.528,0.481,0.474,0.154,0.397,0.346,0.346,21.1,25.0,75.0,78.9,50.0,50.0,55.6,46.9,8.3,10.4,14.9,9.1,15.9,17.5,104.3,99.0,99.0,104.3,6.0,0.0,8.0,15.0,0.4285714285714285,0.0,14.0,15.0,0,1,1,0,9,21,42,46,6,7,19,17,33,22,66,47,33,25,201511230MIN,2015-11-23,2016,0
206,SAS,PHO,42,34,82,73,0.512,0.466,9,7,20,19,0.45,0.368,5,9,10,10,0.5,0.9,11,9,27,28,38,37,21,23,18,13,3,3,20,28,20,17,98,84,0.567,0.543,0.567,0.514,0.244,0.26,0.122,0.137,28.2,25.0,75.0,71.8,50.7,49.3,50.0,67.6,19.1,13.8,5.6,4.8,18.8,26.6,104.0,89.1,89.1,104.0,11.0,7.0,3.0,7.0,0.7857142857142857,0.5,14.0,14.0,1,0,0,1,11,12,40,39,3,3,28,20,33,27,62,54,29,27,201511230SAS,2015-11-23,2016,0
207,UTA,OKC,28,42,73,77,0.384,0.545,5,11,19,27,0.263,0.407,28,16,40,18,0.7,0.889,13,6,28,30,41,36,15,22,11,12,3,10,21,16,18,31,89,111,0.491,0.654,0.418,0.617,0.26,0.351,0.548,0.234,30.2,17.6,82.4,69.8,53.2,46.8,53.6,52.4,11.6,12.7,6.0,18.5,18.8,15.9,94.2,117.4,117.4,94.2,6.0,9.0,7.0,6.0,0.4615384615384615,0.6,13.0,15.0,1,0,0,1,14,16,45,35,10,3,16,21,23,31,54,50,31,19,201511230UTA,2015-11-23,2016,0
208,WAS,IND,38,44,83,80,0.458,0.55,13,19,33,26,0.394,0.731,17,16,24,23,0.708,0.696,10,7,30,34,40,41,27,25,9,11,1,0,21,20,18,18,106,123,0.566,0.682,0.536,0.669,0.398,0.325,0.289,0.288,22.7,18.9,81.1,77.3,49.4,50.6,71.1,56.8,8.8,10.8,1.9,0.0,18.3,18.2,103.6,120.3,120.3,103.6,6.0,9.0,5.0,5.0,0.5454545454545454,0.6428571428571429,11.0,14.0,0,1,1,0,20,7,45,36,0,1,20,21,25,25,50,54,25,29,201511240WAS,2015-11-24,2016,0
209,ATL,BOS,45,34,80,82,0.563,0.415,12,9,24,21,0.5,0.429,19,20,22,26,0.864,0.769,6,10,37,23,43,33,33,23,8,14,7,2,20,16,25,19,121,97,0.675,0.519,0.638,0.47,0.3,0.256,0.275,0.317,20.7,21.3,78.7,79.3,56.6,43.4,73.3,67.6,8.1,14.1,11.5,3.6,18.2,14.6,121.9,97.7,97.7,121.9,10.0,7.0,6.0,7.0,0.625,0.5,16.0,14.0,0,1,1,0,12,12,35,48,2,7,16,20,33,25,56,61,23,36,201511240ATL,2015-11-24,2016,0
